item,11F(MARY),11H(ANTONY ABBOT),11H(ANTONY OF PADUA),11H(AUGUSTINE),11H(DOMINIC),11H(FRANCIS),11H(JEROME),11H(JOHN THE BAPTIST),11H(JOHN),11H(JOSEPH),11H(PAUL),11H(PETER),11H(SEBASTIAN),11H(STEPHEN),11HH(BARBARA),11HH(CATHERINE),11HH(MARY MAGDALENE),John Baptist - Child,John Baptist - Dead,set
__EX_1000788252_19900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_19901,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,train
__EX_1000788252_20068,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_33138,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_36638,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_40364,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_40376,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_40630,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_40641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
__EX_1000788252_40665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
__EX_1000788252_40687,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_40695,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_41826,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_42357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_42359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_42643,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_43715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_44470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
__EX_1000788252_44474,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_44480,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_44482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_45126,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,train
__EX_1000788252_50427,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_65550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,train
__EX_1000788252_65551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
__EX_1000788252_71523,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_74731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_82002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_82161,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_82163,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_82712,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,train
__EX_1000788252_86046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
__EX_1000788252_87831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_87866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_88555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_89524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_90890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_90891,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_90893,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_91175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
__EX_1000788252_94094,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_94689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_96769,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_97409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_99304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1000788252_99552,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,train
__EX_1016087178_129241969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1016087178_1793168302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1016087178_1820076721,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,train
__EX_1016087178_471270870,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
__EX_1016087178_564812042,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1016087178_965182074,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1048031991_121752929,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
__EX_1048031991_133590698,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1048031991_134579467,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,train
__EX_1048031991_142599487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
__EX_1048031991_180117797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1048031991_267568969,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1048031991_295172119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
__EX_1048031991_343923950,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,test
__EX_1048031991_451947021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
__EX_1048031991_521270751,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1048031991_583673095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
__EX_1048031991_658489990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
__EX_1048031991_689004516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1048031991_749401855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1048031991_752862548,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1048031991_809881591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1048031991_890054321,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,train
__EX_1048031991_991952514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
__EX_1097720245_1062866509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1097720245_1155938531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
__EX_1097720245_1191608392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1097720245_1437540333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
__EX_1097720245_1494489557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
__EX_1097720245_1500542224,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,train
__EX_1097720245_150974291,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,train
__EX_1097720245_1545163718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
__EX_1097720245_1624410405,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,train
__EX_1097720245_1647432647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1097720245_1755754297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
__EX_1097720245_1768211726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
__EX_1097720245_1941535927,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,train
__EX_1097720245_2001547687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
__EX_1097720245_232051987,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
__EX_1097720245_261253964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1097720245_276428244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1097720245_320510359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1097720245_331762832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1097720245_345040291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
__EX_1097720245_346785943,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,train
__EX_1097720245_359260834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1097720245_410313324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
__EX_1097720245_447534524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
__EX_1097720245_471738101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
__EX_1097720245_48957253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
__EX_1097720245_497384800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1097720245_545979879,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1097720245_548195764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
__EX_1097720245_560899971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1097720245_66435179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1097720245_811981851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
__EX_1097720245_875853234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
__EX_1097720245_927614100,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
__EX_1097720245_948925322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
__EX_1124510458_1013114955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1124510458_1125109178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1124510458_1324431176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1124510458_1350681,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1124510458_135701959,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1124510458_1610244254,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1124510458_1641467204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1124510458_1915567892,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1124510458_1961783049,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
__EX_1124510458_2028630461,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
__EX_1124510458_2067196235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1124510458_2087289283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1124510458_233646346,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1124510458_318732640,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
__EX_1124510458_328981586,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1124510458_36045968,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1124510458_38929418,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
__EX_1124510458_406317142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1124510458_460420033,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1124510458_536143847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1124510458_733973332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1124510458_887475800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1124510458_9061812,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1124510458_911556905,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1019941304,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,train
__EX_1138657891_1066044751,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_107245181,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1079383488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
__EX_1138657891_1084140185,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,train
__EX_1138657891_1089427476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1105456036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1106910883,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1108261013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1166179977,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1178145351,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1180447454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
__EX_1138657891_1187285970,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_118747389,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1212539826,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1229072950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
__EX_1138657891_1234298914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1296805035,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1301562936,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_130956392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
__EX_1138657891_1314504494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
__EX_1138657891_1327587195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1328632068,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,train
__EX_1138657891_1332309116,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,train
__EX_1138657891_1335917674,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,test
__EX_1138657891_1336486725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1340563774,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1397233247,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,train
__EX_1138657891_1401852094,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1403817299,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,train
__EX_1138657891_1405399502,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,train
__EX_1138657891_1422595841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
__EX_1138657891_1447232981,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,train
__EX_1138657891_1450781253,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1480916839,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_151958239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
__EX_1138657891_1527452251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1527511794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
__EX_1138657891_1577703671,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,test
__EX_1138657891_1585044919,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1594749016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1601642656,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1611154869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
__EX_1138657891_1615966380,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1628770867,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1649499888,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1662750430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1706688279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,train
__EX_1138657891_1720554104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
__EX_1138657891_1725417200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1733220535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1740311085,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1753758367,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1762750907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_177197267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1779719993,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,train
__EX_1138657891_1822486491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
__EX_1138657891_1838483525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
__EX_1138657891_1886239615,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1890680464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
__EX_1138657891_1893669142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1908016968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1908397073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
__EX_1138657891_1914217595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1923532942,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1929589977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
__EX_1138657891_1932002291,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_1944833888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_2015883256,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_2019237057,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,train
__EX_1138657891_2021969602,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_2032153903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_2041461541,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_2050206169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,train
__EX_1138657891_2071177271,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_2082212846,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,train
__EX_1138657891_2084062705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_2090616611,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_2101228236,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_249198032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_254934957,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,test
__EX_1138657891_268343657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
__EX_1138657891_289488997,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_325330588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_333440069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_350092031,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_353545342,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_365073790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
__EX_1138657891_36855234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
__EX_1138657891_38063177,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,train
__EX_1138657891_389270437,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_404032017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_409545541,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_411211015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_415418185,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,train
__EX_1138657891_419631554,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,test
__EX_1138657891_422514023,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,train
__EX_1138657891_443800963,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_445824581,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,train
__EX_1138657891_501718164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_511625456,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_576860590,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_596482741,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_61814035,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_637571354,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,train
__EX_1138657891_642807726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
__EX_1138657891_704645281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_731548942,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_736966995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_744100812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
__EX_1138657891_747837595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,train
__EX_1138657891_776561871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,train
__EX_1138657891_803032693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,train
__EX_1138657891_827443046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_839338736,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_856133905,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_857732388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
__EX_1138657891_860358450,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,test
__EX_1138657891_860722748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_866078409,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_867677872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
__EX_1138657891_871920847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_876506488,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_894127169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_916243294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_91646646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,train
__EX_1138657891_947869119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
__EX_1138657891_959494105,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
__EX_1138657891_991075912,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
__EX_1150514595_497952270,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
